,feature,window_size,rmse,run
506,WIND_EventCount,8,2.9246344566345215,6
507,WIND_EventCount,8,3.7398035526275635,7
508,WIND_EventCount,8,3.5413129329681396,8
509,WIND_EventCount,8,3.3296589851379395,9
510,WIND_EventCount,8,3.182527780532837,10
511,WIND_EventCount,8,3.7097277641296387,11
512,WIND_EventCount,8,3.014259099960327,12
513,WIND_EventCount,8,3.616795301437378,13
514,WIND_EventCount,8,2.9498672485351562,14
515,WIND_EventCount,8,3.271623134613037,15
516,WIND_EventCount,8,3.6338939666748047,16
517,WIND_EventCount,8,3.6198928356170654,17
518,WIND_EventCount,8,3.0737175941467285,18
519,WIND_EventCount,8,2.663243293762207,19
520,WIND_EventCount,8,3.0659663677215576,20
521,WIND_EventCount,8,3.888737916946411,21
522,WIND_EventCount,8,2.8738110065460205,22
523,WIND_EventCount,8,3.404123544692993,23
524,WIND_EventCount,8,3.032867431640625,24
525,WIND_EventCount,8,3.2515430450439453,25
526,WIND_EventCount,8,2.7941579818725586,26
527,WIND_EventCount,8,3.135413646697998,27
528,WIND_EventCount,8,3.1924328804016113,28
529,WIND_EventCount,8,2.5955522060394287,29
530,WIND_EventCount,8,3.4417552947998047,30
531,WIND_EventCount,8,3.213571548461914,31
532,WIND_EventCount,8,2.8875820636749268,32
533,WIND_EventCount,8,3.455057382583618,33
534,WIND_EventCount,8,3.4921071529388428,34
535,WIND_EventCount,8,3.127110481262207,35
536,WIND_EventCount,8,2.3609914779663086,36
537,WIND_EventCount,8,4.010886192321777,37
538,WIND_EventCount,8,2.7708308696746826,38
539,WIND_EventCount,8,2.7224018573760986,39
540,WIND_EventCount,8,3.3071415424346924,40
541,WIND_EventCount,8,2.858427047729492,41
542,WIND_EventCount,8,3.073223829269409,42
543,WIND_EventCount,8,3.2992594242095947,43
544,WIND_EventCount,8,3.072333335876465,44
545,WIND_EventCount,8,3.1959750652313232,45
546,WIND_EventCount,8,3.6075730323791504,46
547,WIND_EventCount,8,3.2022156715393066,47
548,WIND_EventCount,8,3.3464744091033936,48
549,WIND_EventCount,8,2.8298280239105225,49
550,WIND_EventCount,12,2.8834660053253174,0
551,WIND_EventCount,12,1.3176015615463257,1
552,WIND_EventCount,12,2.9772682189941406,2
553,WIND_EventCount,12,2.657628059387207,3
554,WIND_EventCount,12,1.5515795946121216,4
555,WIND_EventCount,12,2.017638921737671,5
556,WIND_EventCount,12,2.784468650817871,6
557,WIND_EventCount,12,1.5267012119293213,7
558,WIND_EventCount,12,2.7769527435302734,8
559,WIND_EventCount,12,2.672283411026001,9
560,WIND_EventCount,12,1.3620024919509888,10
561,WIND_EventCount,12,2.617671251296997,11
562,WIND_EventCount,12,2.7120347023010254,12
563,WIND_EventCount,12,2.4629907608032227,13
564,WIND_EventCount,12,2.7605412006378174,14
565,WIND_EventCount,12,3.080127716064453,15
566,WIND_EventCount,12,2.7394447326660156,16
567,WIND_EventCount,12,3.1080565452575684,17
568,WIND_EventCount,12,2.1779301166534424,18
569,WIND_EventCount,12,2.3025479316711426,19
570,WIND_EventCount,12,2.921525716781616,20
571,WIND_EventCount,12,2.1063177585601807,21
572,WIND_EventCount,12,1.7878798246383667,22
573,WIND_EventCount,12,2.0490002632141113,23
574,WIND_EventCount,12,1.271016240119934,24
575,WIND_EventCount,12,1.4107239246368408,25
576,WIND_EventCount,12,2.6851906776428223,26
577,WIND_EventCount,12,2.209059476852417,27
578,WIND_EventCount,12,2.7046120166778564,28
579,WIND_EventCount,12,2.7541697025299072,29
