YEAR_MONTH,VFRate,log1pFire,PRECIP,WIND_EventCount,WIND_AvgMPH,WIND_RunMiles,AQI_PM25,AQI_PM10,EARTHQUAKE_Total,log1pPESTICIDE,log1pRODENTICIDE,Avg_Monthly_DSCI
2013-01-01,2.5166993488040434,0.30010459245033805,0.54,0.0,3.183870968,76.41612903,107.0,42.0,0,3.950516554261525,6.474825136170577,300.54
2013-02-01,3.04101171313822,1.410986973710262,0.5800000000000001,0.0,3.417857143,82.05714286,77.0,31.0,1,4.3607100291408045,7.592627869350926,354.8125
2013-03-01,2.5166993488040434,2.188295946591918,0.71,0.0,4.306451613,103.3129032,60.0,25.0,0,8.906561460886119,7.16348148327405,484.4925
2013-04-01,3.9847739689397352,5.5033784103114805,0.12,1.0,5.423333333,130.03,54.0,27.0,0,8.443535923980498,7.700009377152413,506.20200000000006
2013-05-01,4.613948806140747,4.4467604492404496,0.07,0.0,6.464516129,155.2387097,56.0,27.0,1,7.582088867166681,8.628972909836055,600.0
2013-06-01,3.04101171313822,5.886825992995412,0.0,0.0,4.59,110.19,55.0,29.0,0,7.868396262901194,9.113967072260092,600.0
2013-07-01,2.8312867674045488,5.628448109764594,0.0,0.0,4.767741935,114.4193548,63.0,34.0,0,7.547815252634154,8.110219586098054,600.0
2013-08-01,1.5729370930025273,5.156869002963662,0.06,0.0,4.887096774,117.1870968,56.0,35.0,0,7.175876628051627,8.218658575906895,623.25
2013-09-01,1.6777995658693623,3.068052935133617,0.0,0.0,4.916666667,118.05,55.0,48.5,0,5.720131397094104,7.646917634129812,631.0
2013-10-01,1.8875245116030328,2.1633230256605382,0.06,0.0,3.390322581,81.18064516,64.0,52.0,0,0.3138979145826739,7.733676259015369,631.0
2013-11-01,2.6215618216708787,2.172476407647025,0.37,0.0,2.82,67.50666667,85.0,56.0,0,4.381664651665937,7.264005772854683,813.2
2013-12-01,2.202111930203538,1.8562979903656263,0.23,0.0,2.590322581,62.06774194,131.0,56.0,0,3.314712120794619,7.371437029697516,995.4
2014-01-01,1.1418807606586785,4.889521718343416,0.01,0.0,2.527777778,60.83888889,139.0,66.0,0,1.2843054884137863,7.378021748682293,1050.775
2014-02-01,1.24568810253674,1.33500106673234,1.23,1.0,5.7,136.72,61.5,23.5,0,7.972208868708145,7.298084549372247,1284.9125
2014-03-01,1.24568810253674,2.468099531471619,0.7000000000000001,0.0,4.390322581,105.383871,52.0,21.0,0,8.156495125248794,7.310722336224362,1497.6
2014-04-01,0.8304587350244933,1.927164106234258,0.81,1.0,4.98,119.32,54.0,23.0,0,8.231375551828839,7.40003042158967,1497.6
2014-05-01,1.24568810253674,3.4873750779032076,0.21,0.0,5.735483871,137.883871,50.0,28.0,0,7.742991833172723,7.745472260403276,1497.6
2014-06-01,1.3494954444148015,4.484131857611035,0.0,0.0,5.26,126.4,52.5,29.5,0,7.688593979923414,8.791038206820991,1498.125
2014-07-01,2.0761468375612333,3.3357695763397,0.02,0.0,4.858064516,116.6870968,56.0,35.0,0,7.386118216730656,7.700641318255168,1498.65
2014-08-01,1.3494954444148015,4.611649152085801,0.0,0.0,4.535483871,108.7032258,58.0,43.0,1,6.645329000341807,7.682747710887976,1498.65
2014-09-01,1.7647248119270482,2.5756610130564646,0.07,0.0,4.07,97.68,61.5,51.0,0,6.014393381741469,7.281456961785559,1498.65
2014-10-01,1.7647248119270482,2.6775909936175015,0.42,0.0,3.432258065,82.50322581,60.0,50.0,0,5.505551374774164,7.725303900710219,1498.65
2014-11-01,1.1418807606586785,0.18232155679395465,0.92,0.0,2.813333333,67.69333333,79.5,34.0,0,5.863274271290331,6.489901800917297,1498.65
2014-12-01,0.9342660769025548,1.1314021114911006,2.93,0.0,3.335483871,80.20967742,66.0,19.0,0,4.29638204184545,6.055273505304219,1498.65
2015-01-01,1.5417727920271844,1.0986122886681098,0.31,0.0,2.641935484,63.36774194,99.0,35.0,0,4.866772204635421,6.552259639390598,1499.6625
2015-02-01,0.6167091168108738,0.10436001532424277,1.34,0.0,3.389285714,81.25714286,76.5,29.0,1,7.105061007825394,8.839106458705421,1500.0
2015-03-01,1.5417727920271844,2.0162354657760435,0.11,0.0,3.8,91.30967742,53.0,23.0,0,8.264458160903347,7.76046702921342,1500.0
2015-04-01,2.67240617284712,2.8853592160726205,1.2799999999999998,0.0,4.943333333,118.6333333,52.0,24.0,0,8.60837412007631,7.299348211849141,1500.0
2015-05-01,1.33620308642356,5.0064933949289205,0.83,0.0,5.341935484,128.1064516,52.0,22.0,0,7.996439464191382,7.4781006697313,1500.0
2015-06-01,1.33620308642356,5.435380016936376,0.0,0.0,4.91,117.8933333,57.0,31.0,0,7.852950894807829,7.924037362314404,1500.0
2015-07-01,2.2612667616398707,6.0466390498526374,0.19,0.0,5.441935484,130.783871,57.0,29.0,0,7.507656852564328,8.160672778394131,1500.0
2015-08-01,2.569621320045308,3.369362658142137,0.0,0.0,4.9,117.6645161,63.0,44.0,0,6.604916996903819,7.261696820578125,1500.0
2015-09-01,2.775191025648932,5.355453557918846,0.06,0.0,4.046666667,97.21666667,62.0,52.0,0,6.302565763156979,7.633092118431756,1500.0
2015-10-01,5.34481234569424,2.8898160479624417,0.41,0.0,3.503225806,84.05806452,63.0,38.0,0,5.2053489546786,7.4234849780893954,1500.0
2015-11-01,2.569621320045308,3.4487168976301317,2.13,0.0,3.116666667,74.73666667,75.0,26.5,0,5.576359875585946,7.17642959314565,1500.0
2015-12-01,2.055697056036246,0.48858001481867097,3.3000000000000003,0.0,3.325806452,79.94516129,83.0,26.0,0,3.8766750053916113,6.441138707175722,1500.0
